premise_code,premise,address,premise_type,state,district
15869.0,RESTORAN NASI KANDAR DEEN ( TMN DANAU KOTA ),"23, PV12, PLATINUM LAKE CONDONO.6, JLN LANGKAWI,TAMAN DANAU KOTA53300 KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Wangsa Maju
15872.0,MEDAN SELERA PUTRA LAUT,"64, JALAN PUTRA, KUALA LUMPUR,",Medan Selera,W.P. Kuala Lumpur,Batu
15875.0,FOOD COURT ( TESCO EXTRA SELAYANG ),"1ST FLOOR, TESCO EXTRA SELAYANG1081, JALAN IPOH,51200 SELAYANG, KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Batu
15878.0,BUKIT SIPUT FOOD COURT (MY SEGAMAT KOPITIAM),"BUKIT SIPUT FOOD COURT, NO 1, TAMAN INDAH, BUKIT SIPUT, 85020 SEGAMAT, JOHOR.,",Restoran Cina,Johor,Segamat
15879.0,GERAI JAB. KERJA RAYA,"JLN GUDANG UBAT, 85000 SEGAMAT, JOHOR.,",Foodcourt,Johor,Segamat
15880.0,PASARAYA PANTAI TIMUR (TEPI PASAR KUALA BESUT),"PASARAYA PANTAI TIMUR (PASIR MAS) SDN. BHD.,CAWANGAN KUALA BESUT,CO.NO. 781710-K,LOT 2812, JALAN SEMERAK, MUKIM KUALA BESUT,22300 KUALA BESUT, TERENGGANU",Pasar Raya / Supermarket,Terengganu,Besut
15881.0,TRELEAF SEB TAKIR,"H-LAI MART SDN. BHD.,HADAPAN SEKOLAH MENENGAH IBRAHIM FIKRI,SEBERANG TAKIR,",Pasar Mini,Terengganu,Kuala Nerus
15884.0,T'KAFE FOODCOURT KUALA TERENGGANU,"JALAN PADANG HILIRAN,KUALA TERENGGANU,TERENGGANU",Foodcourt,Terengganu,Kuala Terengganu
15885.0,RESTORAN AZ SELERA TIMUR,"NO.47 JALAN HILIRAN MASJID,KUALA TERENGGANU,",Restoran Melayu,Terengganu,Kuala Terengganu
15901.0,QEYJAN TRADING,"LOT 310, JALAN BUKIT MOK MEK,22000 JERTEH, TERENGGANU",Kedai Runcit,Terengganu,Besut
15903.0,MYDIN MERU RAYA,"PT 229142, JALAN MERU BESTARI B2,BANDAR MERU RAYA,30020 IPOH PERAK.",Hypermarket,Perak,Kinta
15913.0,ALIAS MINI MARKET,"NO.3 BANGUNAN MARA,MARANG,TERENGGANU,",Pasar Mini,Terengganu,Marang
15917.0,ABD WAHAB ABD KADIR (RHU MUDA),"LOT 1032F,KG RHU MUDA,",Kedai Runcit,Terengganu,Marang
15924.0,TESCO HYPERMARKET PARADIGM MALL,"LOWER GROUND FLOOR PARADIGM MALL,JALAN SS 7/26 SS7,47301 PETALING JAYA, SELANGOR.",Hypermarket,Selangor,Petaling Jaya
15926.0,MAHANI SAID,"122A, KG ALOR PEROI,22300 KUALA BESUT,TERENGGANU",Kedai Runcit,Terengganu,Besut
15931.0,THE SPRING FOOD BAZAAR,"THE SPRING, JALAN SIMPANG TIGA93300 KUCHING, SARAWAK,",Foodcourt,Sarawak,Kuching
15936.0,PASARAYA PANTAI TIMOR (PASIR PUTEH) SDN BHD,"PT 582-PT 591,SEKSYEN 2 BANDAR PASIR PUTEH,",Pasar Raya / Supermarket,Kelantan,Pasir Puteh
15939.0,RESTORAN PUTRI CAFE,"NO. 9, JALAN BAWAL,TAMAN SERI TENGGARA,34200 PARIT BUNTAR, PERAK",Restoran Melayu,Perak,Kerian
15948.0,MYDIN WHOLESALE HYPERMARKET ALOR SETAR,"NO 888, JALAN ALOR MENGKUDU,TAMAN SAGA,05400 ALOR SETAR, KEDAH.",Hypermarket,Kedah,Kota Setar
15949.0,PACIFIC ALOR STAR MALL,"G-888, GROUND FLOOR & 1-888, FIRST FLOOR,KAWASAN PERUSAHAAN TANDOP BARU,05400 ALOR SETAR, KEDAH.",Hypermarket,Kedah,Kota Setar
15950.0,LOTUSS STORE (TESCO STARGATE),"NO 1, SUSURAN STARGATE, 05400 ALOR SETAR, KEDAH.,LEBUHRAYA SULTANAH BAHIYAH,",Hypermarket,Kedah,Kota Setar
15951.0,TSB SUPERSTORE PUMPONG SDN. BHD.,"2485, JALAN PUMPONG,MUKIM PUMPONG,06250 ALOR SETAR, KEDAH.,",Pasar Raya / Supermarket,Kedah,Kota Setar
15952.0,PERNIAGAAN KAWAN HENG (KH) SDN. BHD.,"NO 147-155, JALAN KRISTAL 5 FASA II,05150 ALOR SETAR, KEDAH.,",Pasar Raya / Supermarket,Kedah,Kota Setar
15953.0,PASARAYA KH (TANAH MERAH),"BANDAR BARU TANAH MERAH , PENDANG,06700, PENDANG,KEDAH,",Pasar Raya / Supermarket,Kedah,Pendang
15954.0,PASARAYA BORONG PL KEAN HIN,"JALAN KELIBANG, KUAH,07000 LANGKAWI KUAH , KEDAH,",Pasar Mini,Kedah,Langkawi
15955.0,ECONO JAYA (CAWANGAN),"32, 33 & 34, LRG. TEJA 10,TMN. KELADI,08000 SUNGAI PETANI, KEDAH",Pasar Mini,Kedah,Kuala Muda
15956.0,PASAR MINI DESA AMAN JAYA,"6K & 7K,TAMAN DESA AMAN,JALAN BUKIT JENUN,08800 GUAR CHEMPEDAK,KEDAH.,",Pasar Mini,Kedah,Yan
15959.0,PASAR MINI YINN KEONG ENTERPRISE,"NO 8, TAMAN YAN,JALAN DULANG, 06900 YAN, KEDAH.,",Pasar Mini,Kedah,Yan
15960.0,BS SUPERMART SDN BHD (BAU),"JALAN MARKET,PEKAN BAU,",Pasar Mini,Sarawak,Bau
15964.0,PASARAYA TMC (MESRA MALL),"GCH RETAIL (MALAYSIA)S/B,PASARAYA TMC (MESRA MALL), LOT AT1 & AT2,GROUND FLOOR, MESRA MALL,",Pasar Raya / Supermarket,Terengganu,Kemaman
15965.0,SUNWAY MINI MARKET,"K-6491, JALAN BUKIT MENTUK,TAMAN HAJI WAN NGAH,FASA 3, CUKAI",Pasar Mini,Terengganu,Kemaman
15975.0,FOOD COURT TMC (MESRA MALL),"MESRA MALL,24300 KERTEH,KEMAMAN, TERENGGANU",Foodcourt,Terengganu,Kemaman
15976.0,TF VALUE MART TAPAH,"NO. 91, JALAN BALDWIN 3,PUSAT PERNIAGAAN BALDWIN,35000 TAPAH, PERAK.",Pasar Raya / Supermarket,Perak,Batang Padang
15997.0,YO YO CAFE,"TINGKAT KENARI 6,SUNGAI ARA,",Restoran Cina,Pulau Pinang,Barat Daya
16015.0,TAN BENG LEE MAKANAN DAN MINUMAN,"NO 62,SIMPANG EMPAT,02700 PERLIS",Restoran Cina,Perlis,Arau
16016.0,RESTORAN YASMEEN,"KOMPLEKS TOK ARAU,02600, PERLIS,",Restoran India Muslim,Perlis,Arau
16031.0,RESTORAN SUBRITA,"JALAN SEMELIANG,KUALA NERANG,KEDAH.,",Restoran Melayu,Kedah,Padang Terap
16035.0,PK AL-FALAH TRADE SDN BHD,"LOT 550 KAMPUNG KEMUDI,JALAN KEMUDI ,JALAN KAMPUNG TELUK,BACHOK",Pasar Mini,Kelantan,Bachok
16036.0,INDAH PURNAMA MELAWI ENTERPRISE,"LOT 998 CHABANG TIGA,MELAWI,JALAN KANDIS, KG REPEK,BACHOK,",Pasar Mini,Kelantan,Bachok
16042.0,BAGAN LALANG IKAN BAKAR,"JALAN BAGAN LALANG,SUNGAI PUYU13020 BUTTERWORTH,",Restoran Melayu,Pulau Pinang,Seberang Perai Utara
16043.0,DOUBLE FIVE SEAFOOD,"JALAN SRI PINANGSUNGAI PUYUBUTTERWORTH,",Restoran Cina,Pulau Pinang,Seberang Perai Utara
16069.0,RESTORAN NIKMAAT TELUK INTAN,"NO 88 JALAN INTAN 5 BANDAR BARU,36000 TELUK INTAN PERAK,",Restoran India Muslim,Perak,Hilir Perak
16076.0,RESTORAN AL MOHAMEED FAIZ,"IMF FOOD MART SDN BHD (1004232-V),90, JALAN PPM4, PLAZA PANDAN MALIM BUSINESS PARK, BALAI PANJANG,75250 MELAKA",Restoran India Muslim,Melaka,Melaka Tengah
16077.0,PASAR BASAH SONG,"KAPIT,SARAWAK,",Pasar Basah ,Sarawak,Song
16078.0,CHOP HOCK PING,"NEW BAZAAR,KAPIT,",Kedai Runcit,Sarawak,Kapit
16079.0,TUNG CHIONG TRADING,"NO. 5,SONG BAZAAR,",Kedai Runcit,Sarawak,Song
16081.0,SOON LAI HUAT,"SOON LAI HUAT,KAPIT,",Kedai Runcit,Sarawak,Kapit
16082.0,TAMAN SELERA EMPURAU,"TAMAN SELERA EMPURAU,96800 KAPIT,SARAWAK.,",Medan Selera,Sarawak,Kapit
16083.0,HAPPY GARDEN,"HAPPY GARDEN,MENUAN LAND,JALAN BLETEH96800 KAPIT,SARAWAK.,",Restoran Cina,Sarawak,Kapit
16084.0,GELANGGANG KENYALANG,"GELANGGANG KENYALANG,96800 KAPIT,SARAWAK.,",Foodcourt,Sarawak,Kapit
16087.0,AEON CO. (M) BHD SERI MANJUNG STORE,"1ST FLOOR, MANAGEMENT OFFICE,PUSAT PERNIAGAAN MANJUNG POINT 3,32040 SERI MANJUNG, PERAK",Hypermarket,Perak,Manjung
16088.0,PASARAYA BILLION JALAN LUMUT,"GF-31 GROUND FLOOR,BILLION SHOPPING CENTER SRI MANJUNG,NO:5260 & 5261 MUKIM LUMUT, SERI MANJUNG, PERAK",Pasar Raya / Supermarket,Perak,Manjung
16090.0,TAI TIAM CHOY,"NO. 574-K, JALAN UTAMA,AYER KEROH HEIGHTS,75450 MELAKA",Kedai Runcit,Melaka,Melaka Tengah
16092.0,PASAR MINI PULAI INDAH,"TAMAN PULAI INDAH,77300 MERLIMAU, MELAKA,",Pasar Mini,Melaka,Jasin
16095.0,MEDAN SELERA MEDAN NIAGA SATOK (BENTENG),"MEDAN NIAGA SATOKLOT 13636, SEKSYEN 65 KTLD, JALAN MATANG,PETRA JAYA, 93050 KUCHING, SARAWAK.,",Medan Selera,Sarawak,Kuching
16096.0,BOULEVARD FOOD COURT,"BOULEVARD SHOPPING MALL, JALAN DATUK TAWI SLI, 93250 KUCHING, SARAWAK,",Foodcourt,Sarawak,Kuching
16102.0,"ISLAMIC CAFE, BATU 7","55, 56, 7TH MILE, JALAN PENRISSEN, KOTA SENTOSA, 93250 KUCHING, SARAWAK,",Restoran India Muslim,Sarawak,Kuching
16104.0,TUNAS MANJA SUPERMARKET (GONG BADAK) SDN. BHD.,"LOT PT 23026-PT 23034,PERKEDAIAN GONG BADAK,MUKIM BATU RAKIT, KUALA TERENGGANU",Pasar Raya / Supermarket,Terengganu,Kuala Nerus
16107.0,RESTORAN NASI KANDAR MY HALEEM (SDN BHD),"3152 JALAN MAHSURI 2/J,TAMAN MAHSURI FASA 3,PADANG SERAI",Restoran India Muslim,Kedah,Kulim
16108.0,JI SENG RESTAURANT,"P.O.BOX 191,LOT 432, JALAN TRUSAN,98850 LAWAS,SARAWAK.,",Restoran Cina,Sarawak,Lawas
16112.0,MEDAN SELERA PEKAN JITRA 2,"MEDAN SELERA PEKAN JITRA 2,PEKAN JITRA 2, JITRAKEDAH DARULAMAN,",Medan Selera,Kedah,Kubang Pasu
16113.0,RESTORAN MEE RAZAK,"LOT 15, BANGUNAN MINI MARKET,TAMAN SRI AMAN, JITRA KEDAH DARULAMAN,",Restoran India Muslim,Kedah,Kubang Pasu
16114.0,RESTORAN PHOENIX GOLD,"PEKAN JITRA 2,JITRA,",Restoran Cina,Kedah,Kubang Pasu
16125.0,RESTORAN SIN LAI PENG,"NO.16, JALAN ARA KIRI 3, 59100 BANGSAR, KUALA LUMPUR,",Restoran Cina,W.P. Kuala Lumpur,Lembah Pantai
16128.0,RESTORAN A.HASSAN ( VELODROME CHERAS ),"NO.30, VELODROME BUSINESS PARKBATU 4, JLN CHERAS,56000 CHERAS, KL,",Restoran Melayu,W.P. Kuala Lumpur,Bandar Tun Razak
16139.0,SEVEN SEVEN RESTORAN,"NO.4, JALAN PERMAISURI 9BANDAR SRI PERMAISURI56000 KL,",Restoran Cina,W.P. Kuala Lumpur,Bandar Tun Razak
16142.0,TERATAI FOODCOURT (TBS ),"TERMINAL BERSEPADU SELATANBANDAR TASIK SELATAN57000 KL,",Foodcourt,W.P. Kuala Lumpur,Bandar Tun Razak
16157.0,Z&RS GRAND ENTERPRISE,"NO 99-18,JALAN 4-1, TMN. ANGGERIK TENGGARA,BANDAR TENGGARA, 81440 KULAI, JOHOR",Kedai Runcit,Johor,Kota Tinggi
16159.0,YUMMY CAFE,"JALAN BAKO, SIBU,",Restoran Cina,Sarawak,Sibu
16160.0,SRI PELITA,"JALAN KAMPUNG DATO,",Restoran India Muslim,Sarawak,Sibu
16162.0,TAMAN HARMONI,"JALAN AWANG RAMLI AMIT, SIBU,",Medan Selera,Sarawak,Sibu
16164.0,RESTORAN PADANG PASIR,"1584, PADANG PASIR, KUAH07000 LANGKAWI KEDAH,",Restoran India Muslim,Kedah,Langkawi
16165.0,FOOD COURT LANGKAWI PARADE,"TINGKAT 3 LANGKAWI PARADE, 07000 KUAH, LANGKAWIKEDAH,",Foodcourt,Kedah,Langkawi
16167.0,KEDAI KOPI YU FOOK LOI,"ADIKA COMMERCIAL COMPLEX,",Restoran Cina,Sabah,Keningau
16169.0,PASAR MINI ZHONG YI,"32A-33A, JALAN DESA BAKTI,TAMAN DESA,OFF JALAN KLANG LAMA,",Pasar Mini,W.P. Kuala Lumpur,Seputeh
16176.0,KKB CAKE DAN CAFÃ‰,"JALAN KAMARUDIN,KAMPUNG TUN ABDUL RAZAK,44000 KUALA KUBU BARU, SELANGOR",Restoran Melayu,Selangor,Hulu Selangor
16183.0,MEDAN SELERA PRESINT 8,"JALAN P8C,PRESINT 8,62250 PUTRAJAYA",Medan Selera,W.P. Putrajaya,Wp Putrajaya
16186.0,MOHD FAUDI BIN HAMZAH,"LOT 65, KAWASAN BUKIT SERAYA,KG TUNKU ABD RAHMAN, KUALA BALAH JELI KELANTAN,",Kedai Runcit,Kelantan,Jeli
16191.0,LUSTY ENTERPRISE,"LOT 545-B BANDAR JELI,JALAN DABONG (HADAPAN MAKHAMAH SYARIAH JELI),",Pasar Mini,Kelantan,Jeli
16192.0,NPF JELI ENTERPRISE,"HADAPAN TNB JELI,JELI, KELANTAN,",Kedai Runcit,Kelantan,Jeli
16193.0,PASAR DONGGONGON,"JALAN TAPIKUNG,DONGGONGON,",Pasar Basah ,Sabah,Penampang
16195.0,"SERVAY HYPERMARKET BANDAR BARU KOIDUPAN, PENAMPANG","KM 7.5, JALAN PENAMPANG,BANDAR BARU KOIDUPAN,88200 KOTA KINABALU, SABAH.",Hypermarket,Sabah,Penampang
16201.0,DCE JAYA MART ENTERPRISE(CAW. KENJENG),"PT 2872,BLKG MASJID. PADANG LUAS,22000 JERTEH, TERENGGANU.",Kedai Runcit,Terengganu,Besut
16207.0,RESTAURANT LEONG XIANG,"NO. 1, 2 & 3, JALAN INTAN 2/3,TAMAN INTAN,86000 KLUANG, JOHOR,",Restoran Cina,Johor,Kluang
16214.0,BFC FOOD CENTER,"TAMAN RIA, 08000 SUNGAI PETANI, KEDAH.,",Restoran Cina,Kedah,Kuala Muda
16215.0,NASI KANDAR MAKBUL,"LAGENDA HEIGHT, 08000 SUNGAI PETANI, KEDAH,",Restoran India Muslim,Kedah,Kuala Muda
16216.0,PUSAT MAKANAN RIA,"NO 62-65, LORONG 6 ,TAMAN RIA, 08000 SUNGAI PETANI, KEDAH.,",Medan Selera,Kedah,Kuala Muda
16217.0,FOOD COURT TESCO LAGENDA HEIGHT,"NO. 300, JALAN LAGENDA 1, LAGENDA HEIGHTS, 08000 SG. PETANI, KEDAH.,",Foodcourt,Kedah,Kuala Muda
16218.0,RESTORAN BERKAT (SUNGAI PETANI),"NO 21-C, BANGUNAN MPSP, JLN PETRI, 08000 SUNGAI PETANI, KEDAH.,",Restoran Melayu,Kedah,Kuala Muda
16223.0,KWANG TUNG CAFE,"LOT 958, JALAN KWANG TUNG,98000 MIRI, SARAWAK,",Restoran Cina,Sarawak,Miri
16224.0,RESTORAN AL-ASNA,"JALAN ASMARA,98000 MIRI, SARAWAK,",Restoran India Muslim,Sarawak,Miri
16227.0,CARNIVAL CASH & CARRY SDN.BHD,"NO.139-143 JALAN PUTRA B,PUSAT PERNIAGAAN PUTRA KELANG LAMA,09000, KULIM",Pasar Mini,Kedah,Kulim
16228.0,DAILY WHOLESALE & RETAIL SDN BHD,"1J, 2J & 3J,JALAN BELIBIS TAMAN TUNKU PUTRA KULIM,",Pasar Mini,Kedah,Kulim
16233.0,PASAR MINI DARUSSALAM PRESINT 9,"T.00-.06, JALAN P9E/1,PRESINT 9,62250 PUTRAJAYA,WILAYAH PERSEKUTUAN.,JALAN P9E/1, PRESINT 9,62250 PUTRAJAYA.",Pasar Mini,W.P. Putrajaya,Wp Putrajaya
16237.0,RESTORAN IMPIAN BONDA,"9637 TAMAN CHUKAI UTAMA,JLN KUBANG KURUS,24000 KEMAMAN",Restoran Melayu,Terengganu,Kemaman
16239.0,RESTORAN OLD TOWN (JALAN BAHAGIA),"NO 1 JALAN BAHAGIA28000 TEMERLOH PAHANG,",Restoran India Muslim,Pahang,Temerloh
16253.0,"JMJ NASI KANDAR KETAPANG,","13 BATU 42,BALING, KEDAH,",Restoran India Muslim,Kedah,Baling
16261.0,KAK MAS KEDAI RUNCIT,"NO 353,JALAN TANJUNG, DABONG,",Kedai Runcit,Kelantan,Dabong
16263.0,KAK TIEY KEDAI RUNCIT,"NO 1,JALAN STESEN KTMB, DABONG,",Kedai Runcit,Kelantan,Dabong
16264.0,EMAN MAJU TRADING,"LOT 000008,KAMPUNG SUNGAI BATU JELAWANG, DABONG,",Kedai Runcit,Kelantan,Dabong
16266.0,MOK LONG TEGUH ENTERPRISE,"LOT PT 3998,KAMPUNG BERANGAN JELAWANG, DABONG,",Kedai Runcit,Kelantan,Dabong
16267.0,WOK ISA MINI MARKET,"LOT 11,KAMPUNG STONG, DABONG,",Kedai Runcit,Kelantan,Dabong
16272.0,PASARAYA TT MAJU,"LOT 1025,KG GETING , PENGKALAN KUBOR,",Pasar Mini,Kelantan,Tumpat
16276.0,PASARAYA BILLION MART,"NO.467-487,BANDAR BACHOK,",Pasar Raya / Supermarket,Kelantan,Bachok
16283.0,NASI KANDAR SALAM SDN BHD,"BAGAN JERMAL,",Restoran India Muslim,Pulau Pinang,Seberang Perai Utara
16284.0,MEDAN SELERA PANTAI BERSIH,"PANTAI BERSIH, BAGAN JERMAL,",Medan Selera,Pulau Pinang,Seberang Perai Utara
16286.0,JMS SUPERMART SDN BHD,"LOT NO.2570, MUKIM 4,H.S.(M)322,PERMATANG PAUH,DAERAH SEBERANG PERAI TENGAH",Pasar Mini,Pulau Pinang,Seberang Perai Tengah
16289.0,KEDAI RUNCIT EKA BARONA,"80, TINGKAT BAWAH,JALAN DATO SENU 4,TAMAN DATO SENU, SENTUL,",Kedai Runcit,W.P. Kuala Lumpur,Batu
16290.0,99 SPEED MART ( JLN SENTUL ),"NO. 668 & 670 (G),JALAN SENTUL,",Pasar Mini,W.P. Kuala Lumpur,Batu
16293.0,EIGHTY EIGHT (88) CAFE,"NO 135JLN HAJI ABDUL AZIZ, 25200KUANTANPAHANG,",Restoran Cina,Pahang,Kuantan
16294.0,RESTORAN FAROUK MAJU BARU KUANTAN,"A17-A19, LORONG TUN ISMAIL 6,25000 KUANTAN PAHANG,",Restoran India Muslim,Pahang,Kuantan
16296.0,GIANT FOOD COURT,"PASARAYA GIANT,JLN TANAH PUTIH25000 KUANTANPAHANG,",Foodcourt,Pahang,Kuantan
16299.0,RESTORAN ALIF (BALOK),"LORONG CENGAL LEMPONG AMAN 4,JLN KUANTAN-KEMAMAN PERKAMPUNGAN CHENGAL LEMPONG AMAN26100 KUANTAN PAHANG,",Restoran India Muslim,Pahang,Kuantan
16300.0,MEDAN SELERA BESERAH,"JLN KUANTAN-KEMAMANBESERAH,26100 KUANTANPAHANG.,",Medan Selera,Pahang,Kuantan
16305.0,RESTORAN HASLINA TOMYAM & WESTERN,"PT 953 JALAN BARU,WAKAF BHARU,",Restoran Melayu,Kelantan,Tumpat
16307.0,AIDA'S CORNER,"BANGUNAN CENTRE POINTJALAN HAJI ABDUL RAHMAN25000 KUANTAN.,",Foodcourt,Pahang,Kuantan
16309.0,LILY COPITIAM,"JALAN DATO LIM HOE LEK25000 KUANTAN PAHANG,",Restoran Cina,Pahang,Kuantan
16311.0,FOOD COURT TG API,"TG. API25000 KUANTAN PAHANG,",Medan Selera,Pahang,Kuantan
16314.0,MEDAN SELERA SRI MAHKOTA,"BT 12, JALAN GAMBANG25150 KUANTAN PAHANG,",Medan Selera,Pahang,Kuantan
16317.0,GIANT SUPERSTORE KUALA PILAH,"GCH RETAIL (MALAYSIA) SDN.BHD (667035-P),GIANT SUPERSTORE KUALA PILAH , JALAN MELANG,72000 KUALA PILAH, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
16329.0,TESCO FOODCOURT,"NO.103,JLN. LUMUT,32000 SITIAWAN, PERAK.,",Foodcourt,Perak,Manjung
16330.0,RESTORAN AL FARIDAH,"NO.2, BENDAHARA LORONG 1,TAMAN BENDAHARA,45000 KUALA SELANGOR",Restoran India Muslim,Selangor,Kuala Selangor
16331.0,RESTORAN RIVERVIEW,"PASIR PENAMBANG,45000 KUALA SELANGOR, SELANGOR,",Restoran Cina,Selangor,Kuala Selangor
16332.0,FOODCOURT TESCO KUALA SELANGOR,"NO. 2, JALAN TIARA 1,JALAN MEDAN NIAGA 2,45000 KUALA SELANGOR, SELANGOR",Foodcourt,Selangor,Kuala Selangor
16343.0,NIRWANA HYPERMARKET SDN BHD.,"NO A1 JLN KURNIA JAYA 1,PERUMAHAN KURNIA JAYA,KUANTAN, PAHANG.",Hypermarket,Pahang,Kuantan
16350.0,FAZILA TOM YAM & SEAFOOD,"NO. 16, JALAN MELATI 3,BANDAR MALAWATI,45000 KUALA SELANGOR,SELANGOR",Restoran Melayu,Selangor,Kuala Selangor
16351.0,KEDAI RUNCIT SAFIUDEEN,"NO 15, JALAN MAHKAMAH,71300 REMBAU, N.S,",Pasar Mini,Negeri Sembilan,Rembau
16353.0,HERO MARKET ( TTDI ),"C-1-1 & C-1-9, GROUND FLOOR, TTDI PLAZA,JALAN WAN KADIR 3,TAMAN TUN DR ISMAIL,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Segambut
16356.0,AEON BIG (KLUANG),"LOT 1824,MUKIM KLUANG,86000 KLUANG, JOHOR.",Hypermarket,Johor,Kluang
16361.0,RESTORAN EDA SEMANGGOL,"NO. 1 , BANGUNAN KOPERASI PENGHULU,34400 SIMPANG EMPAT, SEMANGGOL, PERAK.,",Restoran Melayu,Perak,Kerian
16367.0,PASAR BORONG SELANGOR,"LOT 49053,JALAN PUTRA PERMAI,43300 SERI KEMBANGAN, SELANGOR",Pasar Basah ,Selangor,Hulu Langat
16372.0,CCK FRESH MART (LUNDU),"LOT 209, JALAN SUNGAI BATANG KAYAN,LUNDU BAZAAR,",Kedai Runcit,Sarawak,Lundu
16383.0,PASARAYA G*MART BORNEO RETAIL SDN BHD,"TL 127502934, BLOK 1,JALAN IMAM JAYARI,91308, SEMPORNA, SABAH",Pasar Raya / Supermarket,Sabah,Semporna
16384.0,PASARAYA FRESHMART,"31-37,TAMAN SEMARAK,33300 GERIK, PERAK",Pasar Raya / Supermarket,Perak,Hulu Perak
16386.0,PASARAYA TF VALUE MART (KUALA LIPIS),"BANDAR BARU KUALA LIPIS,KUALA LIPIS PAHANG,",Pasar Raya / Supermarket,Pahang,Lipis
16388.0,PASAR AWAM ENDAU,"JLN DATO' MOHD ALI,86900 ENDAU,",Pasar Basah ,Johor,Mersing
16389.0,TF VALUE MART PORT DICKSON,"1-G-01,PERSIARAN WATERFRONTPD WATERFRONT,71000 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
16390.0,RESTORAN DINAS (NASI KANDAR),"NO 21, TAMAN PELANGI II09000 KULIM KEDAH,",Restoran India Muslim,Kedah,Kulim
16391.0,FAMILY STORE SUNGGALA,"NO 27 & 28,JALAN PDS 1PD SUNGGALA GATEWAY,71050 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
16394.0,CHUA KAH SENG SUPERMARKET PAPAR,"BANGUNAN CHUA KAH SENG,89600 PAPAR,",Pasar Raya / Supermarket,Sabah,Papar
16395.0,KEDAI RUNCIT TABARANI,"868,JALAN KENARI 2B TAMAN KENARI,09200 KULIM KEDAH",Kedai Runcit,Kedah,Kulim
16399.0,NZ KOPITIAM,"NO.107 L 262,TINGKAT BAWAH LANGKAWI MALL07000 LANGKAWIKEDAH.,",Restoran Cina,Kedah,Langkawi
16400.0,MEDAN SELERA PEKAN RABU,"PUSAT PERNIAGAAN DAYANG07000 LANGKAWIKEDAH.,",Medan Selera,Kedah,Langkawi
16402.0,FOOD COURT ( LG MIDVALLEY CITY ),"LG FLOOR, MIDVALLEY CITYLINGKARAN SYED PUTRA59200 KUALA LUPMUR,",Foodcourt,W.P. Kuala Lumpur,Lembah Pantai
16403.0,RESTORAN ANIS PUTRI,"JLN PANTAI DALAM59200 KUALA LUMPUR,",Restoran Melayu,W.P. Kuala Lumpur,Lembah Pantai
16404.0,MEDAN SELERA PASAR BATU 5,"BATU 5, JLN IPOH, 51200 KUALA LUMPUR,",Medan Selera,W.P. Kuala Lumpur,Batu
16406.0,FOOD COURT ( KOMPLEKS KOMUNITI PERNIAGAAN SENTUL ),"KOMPLEKS KOMUNITI PERNIAGAAN JLN 1/48A, BANDAR BARU SENTUL,51000 KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Batu
16407.0,RESTORAN NADYLA,"NO.16-G, JALAN 13/48A,SENTUL RAYA BOULEVARD,",Restoran Melayu,W.P. Kuala Lumpur,Batu
16409.0,RESTORAN ROCKY,"15-9, JLN TELAWI 5BANGSAR, 59100 KUALA LUMPUR,",Restoran Cina,W.P. Kuala Lumpur,Lembah Pantai
16410.0,MEDAN SELERA SRI PANTAI ( RESTORAN KELUARGA PAK AYOP ),"LOT 96, JLN  PANTAI PERMAI 1SRI PANTAI, PANTAI DALAM59200 KUALA LUMPUR,",Medan Selera,W.P. Kuala Lumpur,Lembah Pantai
16411.0,LIM SENG LEONG,"LIM SENG LEONGTELUK AIR TAWAR,P.PINANG,",Restoran Cina,Pulau Pinang,Seberang Perai Utara
16415.0,FOOD COURT ( AEON METRO PRIMA ),"AEON METRO PRIMAJALAN METRO PRIMA, KEPONG, 52100 KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Kepong
16419.0,RESTORAN CHEAN LI SHIANG,"BT 12  JALAN GAMBANG 25150 KUANTAN PAHANG,",Restoran Cina,Pahang,Kuantan
16424.0,RESTORAN KAK CHIK,"NO.29 & 31, GROUND FLOORJLN 46B/26 PUSAT BANDAR RAMPAITMN SRI RAMPAI, 53300 KUALA LUMPUR,",Restoran Melayu,W.P. Kuala Lumpur,Setiawangsa
16427.0,RESTORAN OOI SOON,"NO.2GF, JLN 47A/26,PUSAT BANDAR SRI RAMPAI,TMN.SRI RAMPAI, 53300 KUALA LUMPUR,",Restoran Cina,W.P. Kuala Lumpur,Setiawangsa
16431.0,RESTORAN IKHWAN TIMUR,"TAMAN GURU BT 6 JALAN GAMBANG 25150 KUANTAN PAHANG,",Restoran Melayu,Pahang,Kuantan
16432.0,RESTORAN NASI KANDAR PULAU PINANG ( MOHD YASEEM ),"NO.351 & 353, JLN TUANKU ABDUL RAHMAN50100 KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Bukit Bintang
