,Property_name,monthly_rent(RM),location,property_type,rooms,parking,bathroom,size(sq.ft),furnish_info,facilities,region
3639,Residensi Pandanmas 2,1 450,Desa Pandan,Apartment,3,1,2,900 ,Partially Furnished,"Parking, Playground, Gymnasium, Jogging Track, Security, Minimart, Swimming Pool",Kuala Lumpur
3641,Palm Court (Brickfields),1 500,Brickfields,Apartment,2,1,1,677 ,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Minimart, Barbeque area, Lift",Kuala Lumpur
3642,Platinum Victory Lake City PV 13,2 000,tapak,Condominium,4,1,2,1313 ,Fully Furnished,"Security, Playground, Swimming Pool, Barbeque area, Parking, Minimart, Gymnasium, Sauna, Multipurpose hall, Club house, Lift, Jogging Track",Kuala Lumpur
3648,Sky Suites @ KLCC,3 300,CC,Service Residence,2,1,2,796 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Kuala Lumpur
3650,Indah Apartments (Taman Setapak Indah),1 200,tapak,Apartment,3,1,2,1000 ,Partially Furnished,"Parking, Security, Playground, Minimart",Kuala Lumpur
3653,Bayu Tasik 2,1 500,Cheras,Condominium,3,1,2,920 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
3654,Pangsapuri Melur (Sentul),1 500,tul,Apartment,3,1,2,1100 ,Partially Furnished,"Parking, Security, Lift, Playground, Barbeque area, Multipurpose hall, Minimart, Tennis Court, Squash Court",Kuala Lumpur
3655,Bukit OUG Condominium,1 000,Bukit Jalil,Condominium,2,1,1,775 ,Partially Furnished,"Swimming Pool, Tennis Court, Jogging Track, Playground, Squash Court, Parking, Security, Gymnasium, Lift, Sauna, Barbeque area, Multipurpose hall, Club house, Minimart",Kuala Lumpur
3656,Bayu Andaman,1 400,tul,Apartment,3,1,2,850 ,Partially Furnished,"Sauna, Gymnasium, Squash Court, Lift, Parking, Minimart, Playground, Swimming Pool, Security, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house",Kuala Lumpur
3657,Desa Dua Aman Puri,950,pong,Apartment,3,1,2,950 ,Partially Furnished,"Security, Jogging Track, Parking, Minimart, Swimming Pool, Lift, Playground, Barbeque area, Multipurpose hall",Kuala Lumpur
3658,Emerald Hills,2 000,Cheras,Condominium,2,2,2,893 ,Partially Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house",Kuala Lumpur
3660,Bayu Andaman,1 700,tul,Apartment,3,1,2,1000 ,Partially Furnished,"Lift, Parking, Swimming Pool, Playground, Gymnasium, Security, Jogging Track, Minimart",Kuala Lumpur
3661,M Vertica,2 800,Cheras,Condominium,4,2,2,1000 ,Fully Furnished,"Playground, Tennis Court, Lift, Multipurpose hall, Security, Jogging Track, Barbeque area, Swimming Pool, Parking",Kuala Lumpur
3662,The Hermington,2 200,chai Lama,Condominium,3,2,2,1075 ,Fully Furnished,"Parking, Security, Playground, Sauna, Multipurpose hall, Jogging Track, Gymnasium, Swimming Pool, Lift",Kuala Lumpur
3664,Residensi Pandanmas 2,1 800,Desa Pandan,Apartment,3,1,2,900 ,Fully Furnished,"Gymnasium, Swimming Pool, Parking, Security, Playground, Jogging Track, Minimart",Kuala Lumpur
3665,Pantai Hillpark 5,2 000,Bangsar South,Condominium,3,1,2,1100 ,Fully Furnished,"Security, Minimart, Playground, Parking, Swimming Pool, Gymnasium, Squash Court",Kuala Lumpur
3666,Melur Apartment (Sentul),1 400,tul,Apartment,3,1,2,1000 ,Partially Furnished,"Minimart, Parking, Security, Lift, Playground",Kuala Lumpur
3667,Prisma Cheras,1 100,Cheras,Condominium,1,1,1,900 ,Partially Furnished,"Parking, Jogging Track, Security, Tennis Court, Lift, Swimming Pool, Gymnasium, Minimart",Kuala Lumpur
3669,THE FENNEL AT SENTUL EAST,3 100,tul,Condominium,4,2,3,1250 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium",Kuala Lumpur
3670,288 Residences @ Kuchai Lama,1 700,chai Lama,Condominium,3,1,2,1215 ,Partially Furnished,"Minimart, Sauna, Multipurpose hall, Barbeque area, Playground, Security, Swimming Pool, Gymnasium, Lift, Parking",Kuala Lumpur
3672,PPA1M Metropolitan Kepong,1 600,pong,Condominium,5,2,2,1500 ,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall, Club house, Jogging Track",Kuala Lumpur
3674,Legasi Kampong Bharu,3 200,City,Apartment,3,1,2,950 ,Fully Furnished,"Gymnasium, Parking, Minimart, Swimming Pool, Playground, Lift, Security, Barbeque area, Multipurpose hall",Kuala Lumpur
3675,Residensi Wangsamas,1 500,Wangsa Maju,Apartment,3,1,2,800 ,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",Kuala Lumpur
3676,Seasons Garden Residences @ Wangsa Maju,1 500,Wangsa Maju,Apartment,3,1,2,770 ,Partially Furnished,"Minimart, Swimming Pool, Gymnasium, Parking, Security, Playground, Lift, Barbeque area, Jogging Track",Kuala Lumpur
3679,G Residence @ Desa Pandan,4 000,Desa Pandan,Service Residence,3,2,2,1539 ,Partially Furnished,"Gymnasium, Multipurpose hall, Swimming Pool, Security",Kuala Lumpur
3680,Queensville,1 300,Cheras,Condominium,1,2,1,526 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna",Kuala Lumpur
3681,Sri Angsana Hilir,1 400,Ampang,Condominium,3,1,2,1042 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",Kuala Lumpur
3683,Inspirasi Mont Kiara,2 500,Mont Kiara,Service Residence,3,2,2,1015 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Minimart",Kuala Lumpur
3685,Lido Residency,2 100,Cheras,Condominium,2,1,2,969 ,Fully Furnished,"Security, Gymnasium, Barbeque area, Jogging Track, Playground, Parking, Swimming Pool, Multipurpose hall",Kuala Lumpur
3686,Residensi Desa Satumas,1 500,Taman Desa,Condominium,3,1,2,850 ,Fully Furnished,"Security, Parking, Playground, Multipurpose hall",Kuala Lumpur
3687,OPUS Kuala Lumpur,3 300,City,Service Residence,3,2,2,997 ,Fully Furnished,"Jogging Track, Security, Tennis Court, Squash Court, Lift, Club house, Minimart, Gymnasium, Sauna, Parking, Playground, Swimming Pool, Multipurpose hall",Kuala Lumpur
3688,Majestic Maxim,1 600,Cheras,Service Residence,3,1,2,819 ,Partially Furnished,"Swimming Pool, Gymnasium, Lift, Playground, Parking, Security, Barbeque area, Jogging Track, Sauna, Multipurpose hall",Kuala Lumpur
3689,Maxim Residences,1 400,Cheras,Service Residence,3,2,2,1050 ,Partially Furnished,"Security, Gymnasium, Parking, Swimming Pool, Lift, Playground, Sauna",Kuala Lumpur
3695,Arte KL,2 600,chai Lama,Condominium,4,2,3,1500 ,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Barbeque area, Security, Lift, Playground, Multipurpose hall, Jogging Track",Kuala Lumpur
3696,Pandan Puteri,1 500,Ampang,Condominium,3,1,2,1010 ,Not Furnished,"Security, Playground, Parking, Lift, Swimming Pool, Jogging Track",Kuala Lumpur
3697,Arte Mont Kiara,1 800,Mont Kiara,Service Residence,1,1,1,500 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Kuala Lumpur
3698,Court 28 @ KL City,2 000,Jalan Ipoh,Service Residence,3,2,2,305 ,Partially Furnished,"Parking, Playground, Security, Swimming Pool, Gymnasium, Lift, Multipurpose hall, Tennis Court, Minimart",Kuala Lumpur
3701,Eko Cheras Mall Residence,2 400,Cheras,Service Residence,1,1,2,762 ,Fully Furnished,"Gymnasium, Swimming Pool, Playground, Lift, Security, Parking, Sauna, Minimart, Multipurpose hall, Barbeque area",Kuala Lumpur
3702,Kenwingston Avenue,1 700,ungai Besi,Condominium,2,1,2,660 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",Kuala Lumpur
3703,EkoCheras Service Apartment,2 000,Cheras,Service Residence,1,1,1,762 ,Partially Furnished,"Security, Barbeque area, Playground, Lift, Swimming Pool, Gymnasium, Parking, Minimart, Sauna, Multipurpose hall",Kuala Lumpur
3704,Enesta,2 400,pong,Service Residence,3,2,3,1338 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium",Kuala Lumpur
3705,Eco Sky,2 500,Jalan Ipoh,Service Residence,3,2,2,1087 ,Fully Furnished,"Parking, Lift, Swimming Pool, Playground, Security, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Jogging Track, Club house",Kuala Lumpur
3706,Casa Idaman,2 000,Jalan Ipoh,Condominium,3,1,2,1007 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",Kuala Lumpur
3707,Taman Sri Sentosa,850,Old Klang Road,Apartment,3,1,2,800 ,Not Furnished,"Parking, Security, Playground",Kuala Lumpur
3708,Reizz Residence,2 000,Ampang Hilir,Service Residence,2,1,1,700 ,Fully Furnished,"Security, Jogging Track, Swimming Pool, Sauna",Kuala Lumpur
3709,Majestic Maxim,1 200,Cheras,Service Residence,2,1,2,650 ,Partially Furnished,"Jogging Track, Lift, Parking, Gymnasium, Security, Swimming Pool, Barbeque area, Playground",Kuala Lumpur
3710,Sunway Velocity,2 500,Cheras,Condominium,2,1,1,700 ,Fully Furnished,"Lift, Parking, Security, Playground",Kuala Lumpur
3711,Setia SKY Residences,2 800,CC,Condominium,2,1,2,990 ,Fully Furnished,"Parking, Minimart, Playground, Swimming Pool, Barbeque area, Gymnasium, Club house, Security",Kuala Lumpur
3712,Residensi Pandanmas 2,1 600,Desa Pandan,Condominium,3,1,2,900 ,Partially Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart",Kuala Lumpur
3715,Residensi Kuchaimas,1 300,chai Lama,Apartment,3,1,2,800 ,Partially Furnished,"Lift, Parking, Security, Minimart, Playground, Barbeque area, Multipurpose hall, Jogging Track",Kuala Lumpur
3716,Parc 3,2 200,Cheras,Service Residence,2,1,2,725 ,Fully Furnished,"Playground, Lift, Barbeque area, Jogging Track, Multipurpose hall, Parking, Gymnasium, Security",Kuala Lumpur
3717,Serini Melawati,3 000,Taman Melawati,Service Residence,3,1,2,1376 ,Partially Furnished,"Gymnasium, Parking, Security, Swimming Pool, Minimart, Playground",Kuala Lumpur
3719,Setia SKY Residences,4 000,CC,Condominium,3,2,2,1200 ,Fully Furnished,"Gymnasium, Barbeque area, Minimart, Swimming Pool, Club house, Parking, Security, Playground, Lift, Sauna",Kuala Lumpur
3721,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1 250,Bukit Jalil,Apartment,3,1,2,1200 ,Partially Furnished,"Minimart, Security, Jogging Track, Parking, Swimming Pool",Kuala Lumpur
3722,The Troika,4 800,CC,Condominium,1,2,1,1004 ,Fully Furnished,"Barbeque area, Multipurpose hall, Parking, Security, Gymnasium, Jogging Track, Minimart, Sauna, Playground, Squash Court, Swimming Pool, Tennis Court, Lift, Club house",Kuala Lumpur
3723,Avant Court,1 100,Old Klang Road,Apartment,3,1,2,1173 ,Partially Furnished,"Sauna, Parking, Playground, Squash Court, Barbeque area, Security, Swimming Pool, Gymnasium, Lift, Minimart, Tennis Court, Jogging Track, Club house, Multipurpose hall",Kuala Lumpur
3724,Mirage Residence,3 000,City,Condominium,2,2,2,1277 ,Fully Furnished,"Security, Multipurpose hall, Sauna, Parking, Swimming Pool, Gymnasium",Kuala Lumpur
3725,"Sky Awani Residensi, Sentul",1 200,tul,Condominium,3,1,2,800 ,Not Furnished,"Playground, Multipurpose hall, Jogging Track, Lift, Parking, Security, Swimming Pool, Minimart, Gymnasium, Tennis Court, Barbeque area",Kuala Lumpur
3728,Viva Residency,1 800,Jalan Ipoh,Condominium,2,1,2,840 ,Fully Furnished,"Barbeque area, Gymnasium, Security, Swimming Pool, Lift, Parking, Playground, Minimart, Multipurpose hall",Kuala Lumpur
3729,Desa Pandan Apartment,800,CC,Flat,3,1,2,800 ,Partially Furnished,Parking,Kuala Lumpur
3732,Lavile,2 800,Cheras,Service Residence,2,1,2,850 ,Fully Furnished,"Gymnasium, Multipurpose hall, Security, Barbeque area, Swimming Pool, Lift, Playground, Sauna, Parking",Kuala Lumpur
3735,Abadi Indah,1 200,Taman Desa,Condominium,3,1,2,830 ,Partially Furnished,"Parking, Minimart, Swimming Pool, Security, Gymnasium, Squash Court, Playground, Tennis Court, Lift, Barbeque area, Multipurpose hall, Club house, Jogging Track, Sauna",Kuala Lumpur
3736,Pangsapuri Cemara (Cheras),1 100,Cheras,Apartment,3,1,2,730 ,Partially Furnished,"Playground, Parking",Kuala Lumpur
3737,Faber Heights,1 500,Taman Desa,Condominium,1,1,1,750 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
3738,Bukit Mas Apartment,1 400,Taman Melawati,Apartment,3,1,2,950 ,Not Furnished,"Playground, Parking, Security, Swimming Pool, Lift",Kuala Lumpur
3740,Kiara Residence 2,1 899,Bukit Jalil,Condominium,3,2,2,1800 ,Fully Furnished,"Security, Gymnasium, Jogging Track, Parking, Swimming Pool",Kuala Lumpur
3742,Kiara Residence,2 500,Bukit Jalil,Condominium,4,1,3,1280 ,Fully Furnished,"Parking, Club house, Minimart, Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Tennis Court, Squash Court, Jogging Track, Multipurpose hall, Lift",Kuala Lumpur
3743,Villa Wangsamas,2 200,Wangsa Maju,Condominium,3,2,2,1276 ,Fully Furnished,"Security, Minimart, Parking, Swimming Pool, Jogging Track, Playground, Gymnasium, Lift, Barbeque area, Multipurpose hall",Kuala Lumpur
3744,288 Residences @ Kuchai Lama,1 900,chai Lama,Condominium,4,2,4,1483 ,Partially Furnished,"Security, Swimming Pool, Multipurpose hall, Playground, Gymnasium, Minimart, Barbeque area, Sauna, Lift",Kuala Lumpur
3745,Merdeka View Apartment,2 600,Pudu,Apartment,3,1,2,1650 ,Fully Furnished,"Parking, Minimart, Security",Kuala Lumpur
3746,D-Villa Residence (Holiday Villa),2 600,Ampang,Condominium,2,1,1,1200 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Minimart, Sauna, Barbeque area, Gymnasium, Multipurpose hall",Kuala Lumpur
3747,Residensi Vista Wirajaya,1 500,tapak,Condominium,3,1,2,850 ,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track",Kuala Lumpur
3749,The Hamilton,2 000,Wangsa Maju,Condominium,3,2,2,1000 ,Not Furnished,"Barbeque area, Multipurpose hall, Parking, Security, Playground, Swimming Pool, Jogging Track, Gymnasium",Kuala Lumpur
3750,Serini Melawati,2 000,Taman Melawati,Service Residence,2,2,1,633 ,Fully Furnished,"Parking, Playground, Swimming Pool, Security, Minimart, Gymnasium",Kuala Lumpur
3751,Gurney Heights,1 950,mat,Condominium,3,1,2,809 ,Fully Furnished,"Security, Gymnasium, Barbeque area, Swimming Pool, Parking, Minimart, Lift",Kuala Lumpur
3753,"SkyAwani 3 Residence, Setapak",1 400,tapak,Apartment,3,1,2,800 ,Partially Furnished,"Sauna, Security, Tennis Court, Minimart, Playground, Lift, Swimming Pool, Jogging Track, Barbeque area, Gymnasium, Parking, Multipurpose hall",Kuala Lumpur
3755,Bayu Tasik 2,1 300,Cheras,Condominium,3,1,2,800 ,Partially Furnished,"Parking, Gymnasium, Security, Playground, Swimming Pool",Kuala Lumpur
3759,Seksyen 1 Wangsa Maju Flat,1 250,Wangsa Maju,Flat,2,1,1,600 ,Fully Furnished,"Parking, Playground, Minimart",Kuala Lumpur
3760,Twins @ Damansara Heights,3 400,Damansara Heights,Condominium,2,2,2,1203 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Playground, Multipurpose hall, Barbeque area, Minimart",Kuala Lumpur
3761,Eco Sky,1 600,Jalan Ipoh,Service Residence,2,1,2,900 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
3762,Saville,1 650,Taman Melawati,Service Residence,3,1,2,980 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
3763,Endah Promenade,2 300,i Petaling,Condominium,3,1,2,1297 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
3764,Royal Regent (Sri Putramas 3),1 900,Jalan Kuching,Condominium,3,1,2,1100 ,Fully Furnished,"Minimart, Playground, Swimming Pool, Tennis Court, Gymnasium, Sauna, Parking, Security, Lift",Kuala Lumpur
3765,Ketumbar Heights,1 350,Cheras,Condominium,3,1,2,755 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Kuala Lumpur
3766,Villa Crystal,2 000,mbut,Condominium,3,2,3,1155 ,Fully Furnished,"Playground, Gymnasium, Jogging Track, Parking, Sauna, Security, Swimming Pool",Kuala Lumpur
3767,Damansara Foresta,4 000,i Damansara,Condominium,4,3,5,3150 ,Fully Furnished,"Parking, Barbeque area, Sauna, Security, Swimming Pool, Jogging Track, Club house, Minimart, Playground",Kuala Lumpur
3768,Damansara Foresta,2 600,i Damansara,Condominium,3,2,3,1610 ,Fully Furnished,"Parking, Barbeque area, Sauna, Security, Swimming Pool, Jogging Track, Club house, Minimart, Playground",Kuala Lumpur
3771,Kiara Residence 2,2 000,Bukit Jalil,Condominium,3,1,2,1100 ,Fully Furnished,"Security, Jogging Track, Parking, Swimming Pool, Gymnasium, Sauna, Playground, Lift, Barbeque area, Minimart, Multipurpose hall",Kuala Lumpur
3772,Petaling Indah Condominiums,1 200,i Petaling,Condominium,3,1,2,888 ,Partially Furnished,"Parking, Security, Jogging Track, Lift, Swimming Pool, Playground, Gymnasium, Minimart",Kuala Lumpur
3773,The Troika,4 800,CC,Condominium,1,1,2,1348 ,Fully Furnished,"Tennis Court, Club house, Barbeque area, Playground, Swimming Pool, Lift, Multipurpose hall, Gymnasium, Squash Court, Jogging Track, Sauna, Parking, Security, Minimart",Kuala Lumpur
3775,The Mark,2 300,Cheras,Service Residence,3,2,2,1166 ,Fully Furnished,"Multipurpose hall, Club house, Gymnasium, Barbeque area, Parking, Playground, Jogging Track, Sauna, Security, Lift, Swimming Pool, Minimart",Kuala Lumpur
3776,Majestic Maxim,1 600,Cheras,Service Residence,3,1,2,819 ,Partially Furnished,"Parking, Security, Swimming Pool, Barbeque area, Gymnasium, Jogging Track, Playground, Lift, Sauna, Minimart, Multipurpose hall",Kuala Lumpur
3778,Bayu Sentul Condominium,1 899,tul,Condominium,3,2,2,1300 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track",Kuala Lumpur
3779,Seri Maya,1 900,tiawangsa,Condominium,3,1,2,1150 ,Fully Furnished,"Parking, Playground, Security, Swimming Pool, Gymnasium, Lift",Kuala Lumpur
3780,Royal Regent (Sri Putramas 3),3 000,Jalan Kuching,Condominium,3,2,3,1800 ,Fully Furnished,"Tennis Court, Minimart, Playground, Gymnasium, Swimming Pool, Sauna",Kuala Lumpur
3781,Pandan Heights Condominium,1 200,Cheras,Condominium,3,1,2,857 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Kuala Lumpur
3782,Bam Villa,1 800,Cheras,Condominium,3,1,2,1109 ,Fully Furnished,"Parking, Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Sauna",Kuala Lumpur
3783,Bam Villa,1 400,Cheras,Condominium,3,1,2,1100 ,Partially Furnished,"Gymnasium, Barbeque area, Parking, Swimming Pool, Sauna, Security, Playground",Kuala Lumpur
3784,Sky Vista Residency,2 000,Cheras,Condominium,4,2,3,1700 ,Partially Furnished,"Playground, Parking, Barbeque area, Security, Swimming Pool",Kuala Lumpur
3785,Vistaria Residensi,2 100,Ampang,Condominium,4,1,2,1300 ,Fully Furnished,"Security, Playground, Parking, Minimart, Swimming Pool, Gymnasium, Barbeque area, Sauna, Jogging Track, Multipurpose hall",Kuala Lumpur
3786,Reizz Residence,2 300,Ampang Hilir,Service Residence,2,1,2,845 ,Fully Furnished,"Security, Swimming Pool, Jogging Track, Sauna",Kuala Lumpur
3787,Reizz Residence,2 000,Ampang Hilir,Service Residence,2,1,1,697 ,Fully Furnished,"Swimming Pool, Sauna, Security, Jogging Track",Kuala Lumpur
